start,goal,distance_km,dijkstra_nodes,astar_nodes,reduction_pct,dijkstra_time_ms,astar_time_ms,grid_angle_deg,costs_match
42445484,4597668035,2.2843254444546925,990,39,96.06060606060606,0.9351999979116954,0.09979999595088884,3.3464266500303097,True
42437211,42434895,1.7669693965154623,403,64,84.11910669975187,0.4282000008970499,0.13469999976223335,34.641239704443706,True
42456115,42435499,3.666509770465682,982,251,74.43991853360488,0.9537000005366281,0.47479999921051785,19.268147444242146,True
7910052385,7076060068,3.6951533060715978,751,165,78.02929427430094,0.6680999940726906,0.3135999941150658,21.157752169135392,True
42421745,42447210,4.017592108937018,1320,416,68.48484848484848,1.079499998013489,0.7729999997536652,42.88668212616983,True
3584752508,42427128,13.601614583816698,4094,1142,72.10552027357107,5.2021999945282005,4.442999997991137,8.408673348467005,True
42432083,42454010,3.3421332165903843,1500,55,96.33333333333334,1.902299998619128,0.19720000273082405,3.3883896283538206,True
42445941,42440056,8.133638555941062,3779,601,84.09632177824821,4.316099999414291,1.5962999968905933,8.620259784920677,True
42429029,42440134,5.083766367203737,1040,285,72.59615384615384,1.2157000019215047,0.742000003810972,8.896463355116282,True
42430164,42430477,8.990652545214324,2916,668,77.09190672153635,3.7500000034924597,1.8017999973380938,3.736457374548138,True
3276524466,42429704,16.29013677371288,4538,914,79.85896870868223,4.589199998008553,2.045299996098038,4.726997911708395,True
7476968854,42432957,13.715048476342485,3715,1948,47.56393001345896,3.8894000026630238,4.979799996362999,8.038301900841361,True
42433035,2141026551,3.8385334291085287,924,315,65.90909090909092,1.0760000004665926,0.6678000063402578,19.854718568072997,True
11017186437,42435646,2.133693731232802,350,85,75.71428571428571,0.3797999961534515,0.1877999966382049,42.34749129912643,True
42442717,6572026580,13.548786325273126,3386,2571,24.069698759598346,6.2397000001510605,11.476300001959316,12.451598885250661,True
589099881,42438153,7.326813980856033,3016,83,97.24801061007958,3.5847999970428646,0.23540000256616622,1.1223814684967124,True
7908589044,42437349,16.53037215702132,3995,2878,27.95994993742178,3.79139999859035,7.69649999710964,16.480231095633968,True
42446190,370892861,14.186712366505942,4568,2930,35.858143607705784,6.966900000406895,9.976699999242555,11.793674723919992,True
42456091,596776083,2.5458873169075966,444,98,77.92792792792793,0.5003000042052008,0.20870000298600644,25.15987009362601,True
